vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
MAJ3P1TE0JC183394|2018|Ford|EcoSport|SE|Hertz Car Sales Johnston|167 Putnam Pike|Johnston|RI|02919|17199|56621|TRUE|FALSE|SE 4dr SUV (1.0L 3cyl Turbo 6A)|front wheel drive|1.0L I3 12V GDI DOHC Turbo|Regular Unleaded|Diamond White|Ebony Black Premium Cloth|https://www.hertzcarsales.com|2022-08-07|2022-08-17|2022-08-17|
2T1BURHEXGC570749|2016|Toyota|Corolla|L|Lee Credit Express|200 Main St|Westbrook|ME|04092|17999|79351|TRUE|FALSE|L 4dr Sedan (1.8L 4cyl 4A)|front wheel drive|132 hp 1.8L I4|Gasoline|Black Sand Pearl|Steel Grey Fabric Cloth|https://www.leecredit.com|2022-07-18|2022-08-14|2022-08-13|
1FT8W3BT2JEB88339|2018|Ford|Super Duty F-350 SRW|LARIAT|Planet Kia Of Charlotte|4700 E Independence Blvd|Charlotte|NC|28212|68977|58865|TRUE|FALSE|Pickup Truck|4WD|8 Cylinders - 6.7 Liters|Diesel Fuel|White Platinum|Black|https://www.planetkianc.com|2021-11-12|2022-08-17|2022-08-17|
3TYRX5GN6NT34A574|2022|Toyota|Tacoma|SR|Sun Toyota Collision Center|5401 Fl-54|New Port Richey|FL|34652|29832||FALSE|FALSE|Truck|4X2|2.7L 4 Cylinders||Ice Cap|Cement|https://www.suntoyota.com|2022-08-04|2022-08-17|2022-08-17|
3GNCJLSB6FL208963|2015|Chevrolet|Trax|LT|Carmax|18800 Oak Park Ave|Tinley Park|IL|60477|17998|78119|TRUE|FALSE|LT 4dr SUV (1.4L 4cyl Turbo 6A)|front wheel drive|1.4L I4 16V MPFI DOHC Turbo||White|Black|https://www.carmax.com|2022-08-09|2022-08-14||
1V2HR2CA4NC556745|2022|Volkswagen|Atlas|V6 SE with Technology with 4MOTION&reg;|Lindsay Volkswagen Of Manassas|8200 Centreville Rd|Manassas|VA|20111|43035||TRUE|FALSE|||EA390 VR6 Liters {1}||||https://www.manassasvw.com|2022-08-11|2022-08-17||
1YVHP80CX85M43479|2008|Mazda|Mazda6 6 i Sport VE|i Sport Sport|Shift.Com|ONLINE_ONLY|La Crescent|MN|55947|7450|114867|TRUE|FALSE|Sedan|Front-Wheel Drive|2.3L I4 16V MPFI DOHC|gasoline|Tungsten Gray Metallic|Gray|https://shift.com|2022-08-07|2022-08-17|2022-08-17|
3N1AB8CVXNY285682|2022|Nissan|Sentra|SV|Sid Dillon Hyundai|2627 Kendra Ln|Lincoln|NE|68512|23195||FALSE|FALSE|4 Door Sedan|FWD|Regular Unleaded I-4 2.0 Liters/122|Gasoline|Brilliant Silver Metallic|Charcoal|https://www.siddillonhyundai.com|2022-08-01|2022-08-18||
1N4BL4BV3LC233153|2020|Nissan|Altima|2.5 S|Hertz Car Sales Norwalk|11301 Firestone Blvd|Norwalk|CA|90650|21600|47554|TRUE|FALSE|Sedan|Front-wheel|I-4 Cylinders||Gun|Charcoal|https://www.hertzcarsales.com|2022-07-28|2022-08-17|2022-08-17|
KM8JT3AF9EU800369|2014|Hyundai|Tucson|GLS FWD|Auto Brite Auto Sales|3828 N Ridge Rd|Perry|OH|44081|11590|128621|TRUE|FALSE|crossover|Front-Wheel Drive|164 hp 2L I4|Gasoline|Ash Black|Black|https://www.autobriteautosales.com|2022-04-08|2022-08-17|2022-04-17|
1FMDE5FP8MLA20050|2021|Ford|Bronco First Edition SUV|First Edition|Arrow Ford, Inc.|4001 S 1st St|Abilene|TX|79605|77900|5151|TRUE|FALSE|First Edition 2dr SUV 4WD (2.7L 6cyl Turbo 10A)|four wheel drive|gas|Gasoline|Lightning Blue Metallic|Dark Space Gray W/navy Pier Leather|https://www.arrowford.net|2022-06-17|2022-08-17|2022-08-17|
2C4RDGCG8JR299306|2018|Dodge|Grand Caravan SXT Wagon Mini-van, Passenger|6|Lester Glenn Mazda|101 Nj-37 E|Toms River|NJ|08753|30937|21909|TRUE|FALSE|Mini-van, Passenger|FWD|6|Flexible Fuel|Granite Pearlcoat|Black|https://www.lesterglennmazda.com|2022-07-30|2022-08-17|2022-08-17|
1FT8W4DT9MEC25698|2021|Ford|Super Duty F-450 Platinum Truck|Platinum|West Herr Cadillac|535 Main St|East Aurora|NY|14052|99920|20322|FALSE|FALSE|Pickup Truck|4WD|Power Stroke 6.7L V8 DI 32V OHV Turbodiesel|Diesel|Oxford White|Black|https://www.westherrcadillac.com|2022-06-30|2022-08-17|2022-08-17|
1GNSKPKD8NR313738|2022|Chevrolet|Tahoe Z71 SUV|Z71|Hendrick Southpoint Auto Mall|200 Kentington Dr|Durham|NC|27713|78997|1307|TRUE|FALSE|suv|Four-Wheel Drive|355 hp 5.3L V8|Gasoline|Summit White|Jet Black Leather|https://www.hendrickcadillacsouthpoint.com|2022-08-09|2022-08-17|2022-08-17|
1GYS4CKJ9LR183963|2020|Cadillac|Escalade|Premium Luxury|Bentley Downers Grove|330 Ogden Ave|Downers Grove|IL|60515|74774|43509|TRUE|FALSE|suv|Four-Wheel Drive|420 hp 6.2L V8|Gasoline|Crystal White Tricoat|Jet Black|https://www.bentleydownersgrove.com|2022-07-06|2022-08-17|2022-08-17|
SADCJ2EX4NA698100|2022|Jaguar|F-PACE|P250 S|Land Rover At Treasure Coast|4771 S Us Hwy 1 B|Fort Pierce|FL|34982|68520|10|FALSE|FALSE|P250 S 4dr SUV AWD (2.0L 4cyl Turbo 8A)|all wheel drive|gas|Gasoline|Charente Grey Premium Metallic|Caraway Premium Leather|https://www.landrovertreasurecoast.com|2022-05-27|2022-08-18||
1C4RJEAGXGC368563|2016|Jeep|Grand Cherokee|Laredo w/ Quick Order Package 23E|Airpark Dodge Chrysler Jeep Ram|7801 E Frank Lloyd Wright Blvd|Scottsdale|AZ|85260|21973|80458|TRUE|FALSE|suv|RWD|295 hp 3.6L V6|Gasoline|Billet Silver Metallic Clearcoat Exterior||https://www.airparkdodgechryslerjeep.com|2022-08-17|2022-08-17|2022-08-17|
1FM5K8GT0JGC62619|2018|Ford|Explorer|Sport|Genesis Of Macon|3010 Riverside Dr|Macon|GA|31210|27000|103478|TRUE|FALSE|Sport 4dr SUV AWD (3.5L 6cyl Turbo 6A)|all wheel drive|gas|6-Speed|Shadow Black|Ebony Black W/red Accent Stitching Leather|https://www.macongenesis.com|2022-05-21|2022-08-17|2022-08-17|
1N4BL4CVXLC263815|2020|Nissan|Altima 2.5 SR Sedan|2.5 SR|Stateline Subaru|1451 Brayton Point Rd|Somerset|MA|02725|25417|9680|TRUE|TRUE|2.5 SR 4dr Sedan (2.5L 4cyl CVT)|front wheel drive|gas|Gasoline|Scarlet Ember Tintcoat|Sport Premium Cloth|https://www.statelinesubaru.com|2022-05-27|2022-08-17|2022-08-17|
JN8AT2MV9KW398665|2019|Nissan|Rogue|SV AWD|Sterling Mccall Toyota|9400 SW Fwy|Houston|TX|77074|29207|16712|TRUE|FALSE|crossover|All-Wheel Drive|170 hp 2.5L I4|Gasoline|Gray (gun Metallic)|Charcoal|https://www.sterlingmccalltoyota.com|2022-05-17|2022-08-17|2022-08-16|
WDDZF4KB2HA015185|2017|Mercedes-Benz|E-Class|E 300 4MATIC|Tx Auto Group|5803 Richmond Ave|Houston|TX|77057|32995|59634|TRUE|FALSE|Sedan|All-Wheel Drive|241 hp 2L I4|Gasoline|White|Black|https://www.txautogroup.com|2022-07-16|2022-08-18|2022-08-17|
3GNAXSEV7JS616215|2018|Chevrolet|Equinox|1.5T LT AWD|Carvana|ONLINE_ONLY|Ontario|CA|91761|21450|52829|TRUE|FALSE|crossover|Four-Wheel Drive|1.5L I4|Gasoline|Sliver,ice|Jet Black Premium Cloth|https://www.carvana.com|2022-05-08|2022-08-17|2022-08-17|
3TMCZ5AN5LM289033|2020|Toyota|Tacoma 4WD SR5|V6 Cylinder Engine|Cole Subaru|Us-460 # 4|Bluefield|WV|24701|44988|39035|TRUE|FALSE|SR5 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A)|four wheel drive|V6 Cylinders Engine||Barcelona Red Metallic|Cement Gray Cloth|https://www.colesubaru.com|2022-02-01|2022-08-17|2022-08-17|
1FTEW1EP1LKE72622|2020|Ford|F-150|XLT 4WD SuperCrew 5.5' Box|Billion Buick Cadillac Chevrolet GMC Of Iowa City|2733 Mormon Trek Blvd|Iowa City|IA|52240|45388|10100|TRUE|FALSE|XLT 4dr Super Crew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 10A)|four wheel drive|gas|Gas|Oxford White|Medium Earth Gray Cloth|https://www.iowacitychevybuickgmc.com|2021-12-29|2022-08-17|2022-08-17|
1VWAA7A32MC007598|2021|Volkswagen|Passat 2.0T S|2.0T S FWD|Fred Beans Volkswagen Of Doylestown|830 N Easton Rd|Doylestown|PA|18902|25585|8072|TRUE|TRUE|Sedan|Front-Wheel Drive|174 hp 2L I4|Gasoline|Pure White|Titan Black|https://www.vwofdoylestown.com|2022-06-03|2022-08-17|2022-08-17|
1GYS3JKJ4KR116211|2019|Cadillac|Escalade ESV|Premium|Miami Vice Auto Sales|8600 SW 8th St|Miami|FL|33144|57295|78167|TRUE|FALSE|Premium Luxury 4dr SUV|RWD|6.2L V8|RWD|Bronze Dune Metallic Exterior|Black|https://miamiviceautos.com|2022-05-19|2022-08-17||
JF2SJAJC3EH499326|2014|Subaru|Forester|2.5i Limited|Drivetime Used Cars|1425 E Ridge Pike|Plymouth Meeting|PA|19462|17895|126141|TRUE|FALSE|2.5i Limited PZEV 4dr SUV AWD (2.5L 4cyl CVT)|all wheel drive|gas||Jasmine Green Metallic|Gray|https://www.drivetime.com|2022-04-30|2022-08-16|2022-08-16|
5XXGT4L30GG072957|2016|Kia|Optima|LX|Towbin Fiat|260 N Gibson Rd|Henderson|NV|89014|20991|19750|TRUE|FALSE|LX 4dr Sedan (2.4L 4cyl 6A)|front wheel drive|gas|Gasoline|Sangria|Beige Cloth Cloth|https://www.fiatusaoflasvegas.com|2022-08-09|2022-08-17|2022-08-17|
1FTBW3X81MKA14083|2021|Ford|Transit-350|Base|Merchants Auto|1278 Hooksett Rd|Hooksett|NH|03106|59900|13600|TRUE|FALSE|van|Rear-Wheel Drive|3.5L V6 Flex Fuel Vehicle|Flex Fuel|White||https://www.merchantsauto.cars|2022-08-15|2022-08-17|2022-08-17|
1FMSK8DH2LGB99416|2020|Ford|Explorer XLT SUV|XLT|Fitzgerald Toyota Gaithersburg|907 N Frederick Ave|Gaithersburg|MD|20879|37388|37579|TRUE|FALSE|XLT 4dr SUV AWD (2.3L 4cyl Turbo 10A)|all wheel drive|gas|Gasoline|Oxford White|Sandstone W/activex Captain's Chairs|https://www.fitzgeraldtoyotagaithersburg.com|2022-05-11|2022-08-17|2022-08-12|
1G1ZD5ST9LF111897|2020|Chevrolet|Malibu|LT|Hertz Car Sales Inglewood|970 W Manchester Blvd|Inglewood|CA|90301|21100|47581|TRUE|FALSE|Sedan/5 seats|Front-wheel|1.5L I-4 Cylinders||Mosaic Black|Black|https://www.hertzcarsales.com|2022-07-07|2022-08-17|2022-08-17|
3GNAXKEV5NS235548|2022|Chevrolet|Equinox|LT|Feldman Chevrolet Of Livonia|32570 Plymouth Rd|Livonia|MI|48150|27480|0|FALSE|FALSE|crossover|Front-Wheel Drive|170 hp 1.5L I4|Gasoline Fuel|Iron Gray Metallic|Jet Black|https://www.feldmanchevyoflivonia.com|2022-08-11|2022-08-17|2022-08-17|in_transit
W1W4EDHY9NT107109|2022|Mercedes-Benz|Sprinter Cargo Van|2500 170 V6 High Roof Extended RWD|Mercedes-Benz Of Orland Park|8430 W 159th St|Orland Park|IL|60462|60719|8|FALSE|FALSE|van|4X2|188 hp 3L V6 Diesel|Diesel|Blue|Black Leatherette|https://www.orlandpark.mercedesdealer.com|2022-08-12|2022-08-17|2022-08-17|
1N6AD0EV4JN736518|2018|Nissan|Frontier|SV V6 Crew Cab 4WD|Shift.Com|ONLINE_ONLY|Tacoma|WA|98374|23950|74543|TRUE|FALSE|pickup_truck|Four-Wheel Drive|261 hp 4L V6|Gasoline|White|Steel Cloth|https://shift.com|2022-07-16|2022-08-17|2022-08-16|
1GCHK24K27E515194|2007|Chevrolet|Silverado 2500HD|Work Truck 4WD|J R Jackson Auto Sales|5610 S Hwy 27|Somerset|KY|42501||271886|TRUE|FALSE||4WD|8 Cylinders||White||https://www.jrjacksonautosales.com|2022-04-09|2022-08-17|2022-08-17|
KMHLS4AG3PU401969|2023|Hyundai|Elantra|SEL Convenience|Hyundai Of St. Augustine|2898 Us-1|St Augustine|FL|32086||0|FALSE|FALSE|4dr Car|||Gasoline Fuel|Fluid Metal|Black|https://www.hyundaiofstaugustine.com|2022-07-31|2022-08-17|2022-08-17|
JN8AY2NC4LX518026|2020|Nissan|Armada|SV|Hertz Car Sales Anaheim|1600 W Lincoln Ave|Anaheim|CA|92801|29600|58705|TRUE|FALSE|SUV|All-wheel|V-8 Cylinders||Hermosa Blue Pearl|Black|https://www.hertzcarsales.com|2022-06-08|2022-08-17|2022-08-17|
KNDJP3A57E7029599|2014|Kia|Soul|+|Jacks Value Outlet|872 Portland Rd|Saco|ME|04072|13000|112610|TRUE|FALSE|Wagon|Front-Wheel Drive|164 hp 2L I4|Gasoline|Latte Brown|Black Cloth|https://www.jacksvalueoutlet.com|2022-05-27|2022-08-17||
1FMSK8DH4LGA73980|2020|Ford|Explorer|XLT 4dr 4x4|Kamloops Ford Lincoln|940 Halston Ave|Kamloops|BC|V2B 2B8|48995|44020|TRUE|FALSE||4 x 4|2.3L I4|Gasoline|White|Gray|https://www.kamloopsford.ca|2022-06-22|2022-08-17|2022-08-17|
1FMSK7BH1NGB93977|2022|Ford|Explorer Base|RWD|Chastang Ford|6200 N Loop E Fwy|Houston|TX|77026|36905||FALSE|FALSE|crossover|Rear-Wheel Drive|2.3L I4|Gasoline|Agate Black Metallic|Sandstone|https://www.chastangford.com|2022-07-23|2022-08-17|2022-08-17|
1C4JJXP61NW275532|2022|Jeep|Wrangler|Unlimited Sahara 4xe|Darcars Chrysler Jeep Waldorf|11755 Business Park Dr|Waldorf|MD|20601|58500||FALSE|FALSE|Sport Utility|4x4|2.0L I4 DOHC DI Turbo PHEV Engine|Four Wheel Drive|Limited Edition Gobi Clear-coat Paint|Black|https://www.waldorfchryslerjeep.com|2022-07-18|2022-08-17|2022-08-17|in_transit
3GNDA23D68S638127|2008|Chevrolet|HHR|LT|Fred Martin Nissan|3388 S Arlington Rd|Akron|OH|44312||152983|TRUE|FALSE|SUVs|FWD|ECOTEC 2.2L I4 SFI DOHC 16V||Sunburst Orange Ii Metallic|Ebony|https://www.fredmartinnissan.com|2022-08-02|2022-08-17|2022-08-17|
3N1AB8CV9NY293269|2022|Nissan|Sentra|SV FWD|Georgesville Nissan|1260 Auto Mall Dr|Columbus|OH|43228|25335|1|FALSE|FALSE|Sedan|Front-Wheel Drive|149 hp 2L I4|Gasoline|Electric Blue Metallic|Tan|https://www.georgesvillenissan.com|2022-08-11|2022-08-17|2022-08-17|in_transit
5N1AT2MT3JC780941|2018|Nissan|Rogue|SV|Hertz Car Sales Tampa|11608 N Florida Ave|Tampa|FL|33612|19875|52323|TRUE|FALSE|SV 4dr SUV (2.5L 4cyl CVT)|front wheel drive|gas|Regular Unleaded|Caspian Blue|Charcoal Cloth|https://www.hertzcarsales.com|2022-06-03|2022-08-17|2022-08-17|
1C4RJFBG6EC418537|2014|Jeep|Grand Cherokee Limited SUV|6|Phil Long Ford Of Chapel Hills Truck World|1510 Auto Mall Loop|Colorado Springs|CO|80920|14999|156481|TRUE|FALSE|SUV|AWD4WD|3.6L V6 24V MPFI DOHC Flexible Fuel|Regular Unleaded|Cashmere Pearlcoat|Black|https://www.phillongford.com|2022-07-01|2022-08-18|2022-08-17|
1FMSK8JH2NGB35819|2022|Ford|explorer|Timberline|Koons Used Car Outlet|302 Annandale Rd|Falls Church|VA|22042|45811|1|FALSE|FALSE|crossover|AWD4WD|2.3L I4|Gasoline Fuel|Agate Black Metallic Exterior|Activex™ Seating Material With Heathered Cloth Inserts - Ebony|https://www.koonsoutlet.com|2022-07-01|2022-08-17|2022-08-17|in_transit
3MZBN1U73HM153436|2017|Mazda|Mazda3 Sport|Sport|Chapman Ford Lincoln|6744 E Black Horse Pike|Egg Harbor Township|NJ|08234|17968|60087|TRUE|FALSE|Sedan|FWD|2.0L I4 16V GDI DOHC|Gasoline|Jet Black Mica|Black|https://www.chapmanford.net|2022-08-02|2022-08-17|2022-08-17|
YV4A22PL2H1168350|2017|Volvo|XC90|Inscription|Express.Cars|2800 Ramada Way|Green Bay|WI|54304|31605|93783|TRUE|FALSE|crossover|All-Wheel Drive|316 hp 2L I4|Gas|Magic Blue Metallic|Blond/charcoal Premium Leather|https://www.express.cars|2022-04-09|2022-08-17|2022-08-17|
5LMCJ3D98KUL27609|2019|Lincoln|MKC|Reserve|Towne Auto Group|3535 Southwestern Blvd|Orchard Park|NY|14127|35512|12731|TRUE|FALSE|Reserve 4dr SUV AWD (2.0L 4cyl Turbo 6A)|all wheel drive|2.0L I4 16V GDI DOHC Turbo|4 Cyl - 2 L|Black|Ebony|https://www.towneauto.com|2022-06-16|2022-08-17|2022-08-17|
2FMPK4K98LBA75099|2020|Ford|Edge|Titanium AWD|Ashe County Ford, Inc.|409 E 2nd St|West Jefferson|NC|28694|34900||TRUE|FALSE|crossover|All-Wheel Drive|250 hp 2L I4|Gas|Black|Beige|https://www.ashecountyford.net|2022-05-13|2022-08-17|2022-08-17|
1VWGT7A38HC002528|2017|Volkswagen|Passat 1.8T SE Sedan|1.8T SE|Joe Machens Chrysler Dodge Jeep Ram Fiat|1310 Vandiver Dr|Columbia|MO|65202|14967|146701|TRUE|FALSE|SE w/Technology 4dr Sedan (1.8L 4cyl Turbo 6A)|FWD|1.8L I4|Gas|Pure White Exterior|Titan Black Leatherette|https://www.joemachenscdjr.com|2022-07-31|2022-08-17|2022-08-17|
5N1AT3BA7MC707955|2021|Nissan|Rogue||Hertz Car Sales Nashville|1325 Vultee Blvd|Nashville|TN|37217|30000|40738|TRUE|FALSE|||||||https://www.hertzcarsales.com|2022-08-17|2022-08-17|2022-08-17|
JTHAP1D29N5001237|2022|Lexus|IS||Lexus De Ponce|Urb Industrial San Rafael 3-b Marginal Ponce By Pass|Ponce|PR|00731||2022|FALSE|FALSE|Cars|Rear Wheel|5.0L V8 DOHC 32V||Other|Other|https://www.lexusdeponce.com|2022-04-09|2022-08-17|2022-08-17|
1FMCU0G70FUA19083|2015|Ford|Escape|FWD 4dr SE|Napleton Ford In Libertyville|1010 S Milwaukee Ave|Libertyville|IL|60048|15979|83155|TRUE|FALSE|SUV|Front-wheel Drive|2.5L I4 16V MPFI DOHC|Gasoline|Silver|Black|https://www.napletonfordlibertyville.com|2022-06-30|2022-08-17|2022-08-17|
2FMPK4J95LBA28596|2020|Ford|Edge|Trim|Hertz Car Sales Philadelphia|6815 Essington Ave|Philadelphia|PA|19153|24033|59875|TRUE|FALSE|SEL Sport Utility 4D|All-Wheel Drive|4-Cylinders, EcoBoost, Turbo, 2.0 Liters|Premium Unleaded|Silver|Ebony Leatherette|https://www.hertzcarsales.com|2022-05-13|2022-08-17|2022-08-17|
5XYPGDA54LG613832|2020|Kia|Sorento|LX V6 AWD|Hertz Car Sales Austin|200 W Huntland Dr|Austin|TX|78752|24196|57917|TRUE|FALSE|suv|AWD4WD|290 hp 3.3L V6|Gasoline|Sangria Exterior|Black|https://www.hertzcarsales.com|2022-04-09|2022-08-17|2022-08-17|
WDD1J6BB4KF091945|2019|Mercedes-Benz|AMG E 53 4MATIC Coupe|4MATIC|Lexus Of Palm Beach|5700 Okeechobee Blvd|West Palm Beach|FL|33417|73498|5027|TRUE|FALSE|Coupe|AWD4WD|3.0L I6 24V GDI DOHC Turbo|Hybrid|Lunar Blue Metallic Exterior||https://www.lexusofpalmbeach.com|2022-07-20|2022-08-17|2022-08-17|
WBAHN835X8DT82033|2008|BMW|7 Series|750Li|Miracle Motors|1237 N Tamiami Trail|North Fort Myers|FL|33903|7999|138167|TRUE|FALSE|Sedan- SPORT|RWD|4.8L V8 EFI DOHC|Gasoline|White|Tan|https://miraclemotorsswfl.com|2022-07-01|2022-08-17|2022-07-05|
4S4BTGPDXN3282862|2022|Subaru|Outback Touring XT SUV for Sale in Ramsey, NJ||Ramsey Subaru|905 Nj-17|Ramsey|NJ|07446|43449||FALSE|FALSE|||||||https://www.ramseysubaru.net|2022-08-17|2022-08-17|2022-08-17|in_transit
1GNSKHKC4LR269358|2020|Chevrolet|Suburban|1500 LT 4WD|Hertz Car Sales Salt Lake City|3681 State St STE B|South Salt Lake|UT|84115|40911|64534|TRUE|FALSE|suv|Four-Wheel Drive|355 hp 5.3L V8|Gasoline|White,summit|Other|https://www.hertzcarsales.com|2022-04-09|2022-08-15|2022-08-15|
5FNYF5H51GB019988|2016|Honda|Pilot|EX-L|Hendrick Honda Hickory|945 Us Hwy 70 SE|Hickory|NC|28602|25978|71930|TRUE|FALSE|SUVs|FWD|Regular Unleaded V-6 3.5 Liters/212||White Diamond Pearl|Beige|https://www.hendrickhondahickory.com|2022-08-05|2022-08-16|2022-08-13|
3TMGZ5AN5JM163804|2018|Toyota|Tacoma|Limited V6|Toyota Of Murfreesboro|3434 Bill Smith Dr|Murfreesboro|TN|37129|33904|100950|TRUE|FALSE|4D Double Cab|AWD4WD|6 Cylinders - 3.5 Liters|6-Speed|Midnight Black Metallic Exterior|Hickory|https://www.toyotaofmurfreesboro.com|2022-06-28|2022-08-17|2022-08-17|
1G1FB1RS0M0123486|2021|Chevrolet|Camaro|2dr Coupe 1LT|Sands Chevrolet - Glendale|5418 Grand Ave|Glendale|AZ|85301||16332|TRUE|FALSE|Coupe|RWD|6 Cylinders - 3.6 Liters|Gas|Black|Jet Black|https://www.sandsglendale.com|2022-07-19|2022-08-17|2022-08-17|
2C4RC1BG4FR707065|2015|Chrysler|Town & Country|Touring|Hudson Automotive|1055 Crossing Pl|Madisonville|KY|42431|14421|115128|TRUE|FALSE|Touring 4dr Minivan (3.6L 6cyl 6A)|front wheel drive|flex-fuel (FFV)|Flex Fuel Vehicle|Billet Silver Metallic Clear Coat|Black/light Graystone Leather|https://www.hudsonauto.com|2022-06-25|2022-08-14|2022-08-13|
MAJ6S3GL1NC457823|2022|Ford|EcoSport|SE|Berlin City Auto Group|485 Main St|Gorham|NH|03581|27475|3|FALSE|FALSE|SUVs|4WD|2.0L I4 Ti-VCT GDI|Gasoline|White|Ebony Black|https://www.berlincity.com|2022-03-25|2022-08-17|2022-08-17|
1GNSKBKCXLR148458|2020|Chevrolet|Tahoe|LT|Hertz Car Sales Hartford|170 Weston St|Hartford|CT|06120|38299|68235|TRUE|FALSE|SUV|Four-wheel Drive|5.3L V8 16V GDI OHV|Regular Unleaded|Silver|Black|https://www.hertzcarsales.com|2022-05-03|2022-08-17|2022-08-17|
KM8J33A22JU729328|2018|Hyundai|Tucson Value SUV in Bel Air MD|Value|Jones Used Cars|1413 Belair Rd|Bel Air|MD|21014|24998|61309|TRUE|TRUE|crossover|Front-Wheel Drive|175 hp 1.6L I4|Gasoline|Dazzling White|Gray|https://www.jonesusedcars.com|2022-05-20|2022-08-17|2022-08-16|
JM3KFBEM3N0637882|2022|Mazda|CX-5|2.5 S Premium Plus|Culver City Mazda|11215 Washington Blvd|Culver City|CA|90230|36120|3|FALSE|FALSE|2.5 S Premium Plus 4dr SUV AWD (2.5L 4cyl 6A)|AWD4WD|gas|Gasoline|Machine Gray Metallic Exterior|Black Leather|https://www.culvercitymazda.com|2022-07-09|2022-08-17|2022-08-17|
1GB4WRE70NF221116|2022|Chevrolet|Silverado 3500 HD Chassis Cab|Work Truck|Rick Hendrick Chevrolet Atlanta|3277 Satellite Blvd|Duluth|GA|30096|44753||FALSE|FALSE|Conventional|Automatic|8|Gasoline|White|Jet Black|https://www.hendrickatlanta.com|2022-06-21|2022-08-17|2022-08-17|
1GCUDDED7NZ563722|2022|Chevrolet|Silverado 1500|LT|Gregg Young Chevrolet, Inc.|17750 Burt St|Omaha|NE|68118|57905||FALSE|FALSE|Crew Cab|4WD|5.3L EcoTec3 V8 engine||Silver Ice Metallic|Jet Black, Cloth Seat Trim|https://www.gychevy.com|2022-07-17|2022-08-17|2022-08-17|
5N1DR2BM3LC588171|2020|Nissan|Pathfinder SV SUV|SV|Conicelli Autoplex|1200 Ridge Pike|Conshohocken|PA|19428|30777|34356|TRUE|FALSE|SV 4dr SUV 4WD (3.5L 6cyl CVT)|four wheel drive|gas|Gasoline|Gun Metallic|Charcoal Cloth|https://www.conicelliautoplex.com|2022-07-08|2022-08-17|2022-08-16|
2FMPK4K93KBC01979|2019|Ford|Edge|Titanium|Mark Porter Chevrolet Buick Gmc|42411 Charles Chancey Dr|Pomeroy|OH|45769|29545|85063|TRUE|FALSE|4D Sport Utility|AWD|4 Cylinders - 2 Liters|Gasoline|Agate Black Metallic|Ebony|https://www.markportergm.com|2022-07-28|2022-08-17|2022-08-17|
3VV3B7AX4KM189247|2019|Volkswagen|Tiguan|2.0T SEL|Flow Volkswagen Of Winston-Salem|425e Silas Creek Pkwy|Winston-Salem|NC|27127|27999|35727|TRUE|TRUE|SEL 4dr SUV (2.0L 4cyl Turbo 8A)|front wheel drive|gas|Gasoline Fuel|Platinum Gray Metallic|Storm Gray Leatherette|https://www.flowvolkswagenwinstonsalem.com|2022-05-18|2022-08-18|2022-08-17|
1FT8W4DT4LEC71793|2020|Ford|F-450 Super Duty|King Ranch Crew Cab LB DRW 4WD|Lenz Truck - Minocqua, Wi|7576 Us-51|Minocqua|WI|54548|88997|51129|TRUE|FALSE|pickup_truck|Four-Wheel Drive|6.7L V8 Biodiesel|Biodiesel|Star White Metallic Tri-coat|Brown|https://www.lenzauto.com|2022-07-26|2022-08-17|2022-08-17|
1C3CCCBB9FN609267|2015|Chrysler|200 S|S|Phil Long Kia|1020 Motor City Dr|Colorado Springs|CO|80905|12995|132485|TRUE|FALSE|Sedan|Front-Wheel Drive|184 hp 2.4L I4|Gasoline Fuel|Bright White Clearcoat|Bright White Clearcoat|https://www.phillongkia.com|2022-07-17|2022-08-17|2022-08-16|
1FTFW1R66EFB25451|2014|Ford|F-150 SVT Raptor (Retail Only) Truck SuperCrew Cab|SVT Raptor|Lithia Motors, Inc|150 N Bartlett St|Medford|OR|97501|37999|50076|TRUE|FALSE|SVT Raptor 4dr Super Crew 4WD 5.5 ft. SB (6.2L 8cyl 6A)|four wheel drive|6.2L V8 16V MPFI SOHC|Gasoline|Race Red|Black|https://www.lithia.com|2022-08-13|2022-08-17|2022-08-16|
1GYKPDRS2NZ128558|2022|Cadillac|XT6 Premium Luxury SUV N115537A for sale near Boston, MA|Premium Luxury|Herb Chambers Toyota Of Auburn|809 Washington St Rte 20|Auburn|MA|01501|55978|2298|TRUE|FALSE|Premium Luxury 4dr SUV AWD (3.6L 6cyl 9A)|all wheel drive|gas|Regular Unleaded|Stellar Black Metallic|Jet Black W/jet Black Accents Premium Leather|https://www.herbchamberstoyotaofauburn.com|2022-06-09|2022-08-17|2022-08-15|
JM3KFBCM4L0796023|2020|Mazda|CX-5 Touring SUV|Touring|Murray Mazda|85 Griffith Rd|Muncy|PA|17756||49614|TRUE|FALSE|SUV|AWD|SKYACTIV 4-Cylinders DOHC 16V|Gasoline Fuel|Sonic Silver Metallic|Black|https://www.murraymazda.net|2022-02-10|2022-08-17|2022-08-17|
